Motivo Teletrabajo,Provincia Contrato (grupo),Finalizado,Provincia Contrato,Contratos,Anio Fecha Inicio Teletrabajo,Canton Contrato,Estado Teletrabajo,Fecha Consulta,Genero,Mes Fecha Inicio Teletrabajo,Modo Ejecucion,Ruc Empresa
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,1,Teletrabajo,1.79275E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.0494E+11
Habitual,GUAYAS,Finalizado,GUAYAS,2,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,9.93113E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79245E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,32,2022,LATACUNGA,Activo,14/11/2022,Femenino,2,Teletrabajo,8.91789E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,2018,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79128E+12
Emergente,GUAYAS,Finalizado,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91262E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,DURAN,Activo,14/11/2022,Femenino,9,Teletrabajo,9.92635E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79286E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,,SAN JACINTO DE YAGUACHI,Activo,14/11/2022,Masculino,,Teletrabajo,9.92916E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79186E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79223E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79116E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,1.79245E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Femenino,,Teletrabajo,9.93263E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,9.91267E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Femenino,,Teletrabajo,9.93244E+11
Habitual,GUAYAS,Vigente,GUAYAS,2,2019,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79001E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,12,Teletrabajo,1.90314E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,9,2021,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79127E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.93005E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,2019,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.16215E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79192E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,2,Teletrabajo,1.79221E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79002E+12
Emergente,IMBABURA,Vigente,IMBABURA,4,2020,IBARRA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90006E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7919E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79135E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79232E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79194E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.7921E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79136E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,3,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.79303E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Femenino,,Teletrabajo,9.91419E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,9,Teletrabajo,1.79312E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79253E+12
Emergente,MANABI,Finalizado,MANABI,4,2020,MONTECRISTI,Activo,14/11/2022,Femenino,4,Teletrabajo,1.3054E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91177E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79206E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,8,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79198E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,4,Teletrabajo,9.91308E+11
Emergente,GUAYAS,Vigente,GUAYAS,23,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79004E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79297E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79192E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,4,2022,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79001E+12
Habitual,LOS RIOS,Vigente,LOS RIOS,3,,QUEVEDO,Activo,14/11/2022,Masculino,,Teletrabajo,9.93303E+11
Habitual,MANABI,Finalizado,MANABI,1,2020,MANTA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.39005E+12
Emergente,MANABI,Finalizado,MANABI,2,2020,PORTOVIEJO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.91344E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92665E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Femenino,,Teletrabajo,1.79245E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79037E+12
Emergente,COTOPAXI,Finalizado,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Masculino,3,Teletrabajo,5.91732E+11
Emergente,MANABI,Vigente,MANABI,5,2020,PORTOVIEJO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92764E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.70788E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,10,Teletrabajo,1.79201E+12
Emergente,PASTAZA,Vigente,PASTAZA,1,2020,PUYO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.90342E+11
Emergente,TUNGURAHUA,Vigente,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79211E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79225E+12
Emergente,LOS RIOS,Vigente,LOS RIOS,1,2020,BABAHOYO,Activo,14/11/2022,Masculino,10,Teletrabajo,9.90033E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,2.19177E+12
Habitual,IMBABURA,Finalizado,IMBABURA,1,,IBARRA,Activo,14/11/2022,Masculino,,Teletrabajo,1.79143E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2022,GUAYAQUIL,Activo,14/11/2022,Masculino,9,Teletrabajo,9.93372E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,19,2021,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79048E+12
Emergente,GUAYAS,Finalizado,GUAYAS,8,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,5,Teletrabajo,907145544
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.79264E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,9.90036E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79263E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79212E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,7,Teletrabajo,1.79124E+12
Emergente,MANABI,Finalizado,MANABI,1,2020,MANTA,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79001E+12
Habitual,CHIMBORAZO,Finalizado,CHIMBORAZO,1,,RIOBAMBA,Activo,14/11/2022,Femenino,,Teletrabajo,6.0226E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79244E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,9,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79127E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79125E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,9.92587E+11
Habitual,LOJA,Finalizado,LOJA,1,2020,LOJA,Activo,14/11/2022,Masculino,3,Teletrabajo,1.19172E+12
Habitual,ZAMORA CHINCHIPE,Finalizado,ZAMORA CHINCHIPE,1,,EL PANGUI,Activo,14/11/2022,Masculino,,Teletrabajo,1.71534E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,10,Teletrabajo,1.79087E+12
Emergente,GUAYAS,Finalizado,GUAYAS,5,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92248E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,4,2021,QUITO,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79141E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,4,Teletrabajo,9.9303E+11
Emergente,GUAYAS,Finalizado,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92562E+11
Habitual,LOJA,Finalizado,LOJA,1,,LOJA,Activo,14/11/2022,Masculino,,Teletrabajo,1.10405E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79246E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79208E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79204E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.9247E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.90327E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,6,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79255E+12
Emergente,GUAYAS,Vigente,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92636E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,29,2021,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79256E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79282E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79171E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,5,Teletrabajo,8.01769E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.91247E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79085E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79278E+12
Habitual,TUNGURAHUA,Vigente,TUNGURAHUA,1,2022,AMBATO,Activo,14/11/2022,Masculino,10,Teletrabajo,1.75754E+12
Emergente,GUAYAS,Finalizado,GUAYAS,2,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,1.2021E+12
Emergente,GUAYAS,Vigente,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79211E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.13555E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.71464E+12
Habitual,GUAYAS,Finalizado,GUAYAS,2,,GUAYAQUIL,Activo,14/11/2022,Femenino,,Teletrabajo,9.93056E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.9144E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,SAN JACINTO DE YAGUACHI,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92916E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79141E+12
Emergente,IMBABURA,Finalizado,IMBABURA,1,2020,IBARRA,Activo,14/11/2022,Femenino,9,Teletrabajo,1.0917E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,2019,DURAN,Activo,14/11/2022,Masculino,4,Teletrabajo,9.93085E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79294E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79182E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.90008E+11
Emergente,LOJA,Vigente,LOJA,3,2020,LOJA,Activo,14/11/2022,Masculino,7,Teletrabajo,1.19E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,11,Teletrabajo,1.79028E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,12,Teletrabajo,1.79018E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79237E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,,EL TRIUNFO,Activo,14/11/2022,Masculino,,Teletrabajo,9.92572E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79087E+12
Habitual,ORELLANA,Vigente,ORELLANA,1,,ORELLANA,Activo,14/11/2022,Masculino,,Teletrabajo,9.90018E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.9002E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,6,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79136E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,9.92743E+11
Emergente,TUNGURAHUA,Vigente,TUNGURAHUA,4,2020,AMBATO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90001E+11
Emergente,IMBABURA,Vigente,IMBABURA,24,2020,IBARRA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.09171E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.79207E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,2,2022,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79141E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79195E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,9.90858E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7216E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2022,LOMAS DE SARGENTILLO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79221E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,75,2020,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,9.92678E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79298E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Femenino,,Teletrabajo,1.79248E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79184E+12
Habitual,EL ORO,Vigente,EL ORO,2,,HUAQUILLAS,Activo,14/11/2022,Femenino,,Teletrabajo,7.00261E+11
Emergente,SANTA ELENA,Finalizado,SANTA ELENA,1,2020,SALINAS,Activo,14/11/2022,Femenino,6,Teletrabajo,2.49001E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79086E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.792E+12
Habitual,CHIMBORAZO,Finalizado,CHIMBORAZO,1,,RIOBAMBA,Activo,14/11/2022,Femenino,,Teletrabajo,6.03022E+11
Habitual,GUAYAS,Finalizado,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79128E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2021,SALCEDO,Activo,14/11/2022,Femenino,4,Teletrabajo,5.90062E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,,DURAN,Activo,14/11/2022,Masculino,,Teletrabajo,9.93285E+11
Emergente,SUCUMBIOS,Finalizado,SUCUMBIOS,1,2020,SHUSHUFINDI,Activo,14/11/2022,Femenino,5,Teletrabajo,1.59E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79253E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79209E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79278E+12
Emergente,AZUAY,Finalizado,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Masculino,3,Teletrabajo,1.90349E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7079E+12
Emergente,AZUAY,Finalizado,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,5,Teletrabajo,1.7919E+12
Emergente,TUNGURAHUA,Vigente,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79052E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,21,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79001E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2020,DAULE,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92941E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79263E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.7918E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79254E+12
Emergente,EL ORO,Finalizado,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79129E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92326E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.70649E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90351E+11
Emergente,GAL?PAGOS,Finalizado,GAL?PAGOS,1,2020,SANTA CRUZ (GALAPAGOS),Activo,14/11/2022,Masculino,3,Teletrabajo,9.92955E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,29,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79066E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79284E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.00054E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,4,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79249E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,9,Teletrabajo,1.7906E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,5,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79128E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90952E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.76819E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,11,Teletrabajo,1.7919E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92131E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.70716E+12
Habitual,MANABI,Finalizado,MANABI,1,2021,MANTA,Activo,14/11/2022,Masculino,1,Teletrabajo,1.39187E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Masculino,4,Teletrabajo,9.90001E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Masculino,4,Teletrabajo,6.90074E+11
Emergente,MANABI,Finalizado,MANABI,10,2020,MANTA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.39172E+12
Habitual,GUAYAS,Finalizado,GUAYAS,2,,EL TRIUNFO,Activo,14/11/2022,Femenino,,Teletrabajo,9.92359E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79184E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,10,Teletrabajo,1.79182E+12
Emergente,TUNGURAHUA,Finalizado,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Femenino,12,Teletrabajo,9.91308E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79227E+12
Habitual,ESMERALDAS,Vigente,ESMERALDAS,1,,QUININDE,Activo,14/11/2022,Masculino,,Teletrabajo,1.71787E+12
Emergente,GUAYAS,Vigente,GUAYAS,15,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,5,Teletrabajo,9.9247E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,6,Teletrabajo,9.90007E+11
Emergente,AZUAY,Finalizado,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Masculino,6,Teletrabajo,1.90167E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,9.9E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79269E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79229E+12
Habitual,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,,Teletrabajo,1.79005E+12
Emergente,EL ORO,Finalizado,EL ORO,3,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.01698E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,25,2020,RUMIÐAHUI,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79173E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,7,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79188E+12
Emergente,GUAYAS,Vigente,GUAYAS,3,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,7,Teletrabajo,9.91327E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79292E+12
